Station,Latitude,Longitude,Data Acquisition Time,temperature_c,humidity_pct,wind_speed_kmh,wind_direction_deg
Almora_1,29.59631389,79.65005556,2023-01-26 13:00:00,18.3,59,0.9,346
Almora_1,29.59631389,79.65005556,2023-01-26 14:00:00,18.4,61,1.7,345
Almora_1,29.59631389,79.65005556,2023-01-26 15:00:00,17.5,64,0.6,213
Almora_1,29.59631389,79.65005556,2023-01-26 16:00:00,16.6,69,0.2,359
Almora_1,29.59631389,79.65005556,2023-01-26 17:00:00,14.1,81,0.1,359
Almora_1,29.59631389,79.65005556,2023-01-26 18:00:00,12.2,86,0.1,359
Almora_1,29.59631389,79.65005556,2023-01-26 19:00:00,11.0,89,0.0,0
Almora_1,29.59631389,79.65005556,2023-01-26 20:00:00,10.4,91,0.2,359
Almora_1,29.59631389,79.65005556,2023-01-26 21:00:00,9.6,90,0.1,359
Almora_1,29.59631389,79.65005556,2023-01-26 22:00:00,9.3,91,0.0,0
Almora_1,29.59631389,79.65005556,2023-01-26 23:00:00,8.8,91,0.2,359
Almora_1,29.59631389,79.65005556,2023-01-27 00:00:00,8.4,90,0.1,359
Almora_1,29.59631389,79.65005556,2023-01-27 01:00:00,8.2,91,0.2,359
Almora_1,29.59631389,79.65005556,2023-01-27 02:00:00,7.7,90,0.2,359
Almora_1,29.59631389,79.65005556,2023-01-27 03:00:00,7.4,90,0.3,359
Almora_1,29.59631389,79.65005556,2023-01-27 04:00:00,7.1,89,0.3,359
Almora_1,29.59631389,79.65005556,2023-01-27 05:00:00,6.9,89,0.1,359
