Sl.No.,Slide_No,State,District,Slide_Name,NH_SH_Location,Latitude,Longitude,Material Involved,Movement Type,History
33662,UK/CHA/53N03/2015/752,Uttarakhand,Chamoli,,,30.287528,79.193972,Rock,Flow,
33663,UK/CHA/53N03/2015/747,Uttarakhand,Chamoli,,,30.287778,79.201083,Debris,Flow,
33664,UK/CHA/53N03/2015/748,Uttarakhand,Chamoli,,,30.288028,79.199472,Debris,Flow,
33665,UK/CHA/53N03/2015/749,Uttarakhand,Chamoli,,,30.288222,79.197472,Rock,Flow,
33666,UK/CHA/53N03/2015/639,Uttarakhand,Chamoli,,National Highway-58,30.288444,79.119417,Debris,Slide,
33667,UK/CHA/53N03/2013/0001,Uttarakhand,Chamoli,UK_CHA_NH_ 001,About 200 m before 385 km stone on NH 58.,30.2885,79.119028,Debris,Slide,2013
33668,UK/CHA/53N03/2015/751,Uttarakhand,Chamoli,,,30.289111,79.194,Debris,Slide,
33669,UK/CHA/53N03/2015/750,Uttarakhand,Chamoli,,,30.28925,79.194944,Debris,Slide,
33671,UK/CHA/53N03/2015/719,Uttarakhand,Chamoli,,,30.289389,79.201917,Rock,Slide,
33673,UK/CHA/53N03/2015/720,Uttarakhand,Chamoli,,,30.289722,79.202667,Rock,Slide,
33677,UK/CHA/53N07/2015/1250,Uttarakhand,Chamoli,,NH-58,30.290504,79.290847,Debris,Slide,
33678,UK/CHA/53N03/2015/646,Uttarakhand,Chamoli,,National Highway-58,30.290583,79.150278,Debris,Slide,
33682,UK/CHA/53N07/2013/0037,Uttarakhand,Chamoli,UK_CHA_NH_ 037,At Km 409,30.29125,79.289444,Debris,Subsidence,16th-17th June 2013
33683,UK/CHA/53N03/2015/813,Uttarakhand,Chamoli,,Tiwara-Pokhri road,30.291389,79.203778,Debris,Slide,
33684,UK/CHA/53N03/2015/721,Uttarakhand,Chamoli,,,30.2915,79.203861,Rock,Slide,
33685,UK/CHA/53N03/2015/812,Uttarakhand,Chamoli,,Tiwara-Pokhri road,30.291639,79.203833,Rock,Slide,
33690,UK/CHA/53N03/2015/722,Uttarakhand,Chamoli,,,30.292528,79.201139,Rock,Slide,
33695,UK/CHA/53N07/2013/0036,Uttarakhand,Chamoli,UK_CHA_NH_ 036,Dhungwali (Near Karanparyag),30.293139,79.299972,Debris,Subsidence,16th-17th June 2013
33696,UK/CHA/53N07/2015/1254,Uttarakhand,Chamoli,,,30.293417,79.380889,Debris,Slide,
33706,UK/CHA/53N03/2015/723,Uttarakhand,Chamoli,,,30.295056,79.203444,Rock,Slide,
33709,UK/CHA/53N07/2015/1223,Uttarakhand,Chamoli,,PMSGY road,30.295333,79.323667,Rock,Slide,
33711,UK/CHA/53N07/2015/1224,Uttarakhand,Chamoli,,PMSGY road,30.295571,79.322059,Rock,Slide,
33715,UK/CHA/53N07/2013/0035,Uttarakhand,Chamoli,UK_CHA_NH_ 035,"411.900 Km, Near Village Viroli",30.296528,79.301389,Debris,Flow,16th-17th June 2013
33716,UK/CHA/53N03/2015/724,Uttarakhand,Chamoli,,,30.296583,79.202444,Rock,Slide,
33717,UK/CHA/53N03/2015/725,Uttarakhand,Chamoli,,,30.296583,79.202,Rock,Slide,
33718,UK/CHA/53N03/2015/814,Uttarakhand,Chamoli,,Tiwara-Pokhri road,30.296972,79.202361,Rock,Slide,
33719,UK/CHA/53N03/2015/815,Uttarakhand,Chamoli,,Tiwara-Pokhri road,30.297111,79.201722,Rock,Slide,
33729,UK/CHA/53N03/2015/691,Uttarakhand,Chamoli,,,30.299278,79.20425,Rock,Slide,
33732,UK/CHA/53N03/2015/726,Uttarakhand,Chamoli,,,30.300278,79.203611,Rock,Slide,
33733,UK/CHA/53N07/2015/1225,Uttarakhand,Chamoli,,NH-58,30.300809,79.301624,Rock,Slide,
33735,UK/CHA/53N03/2015/692,Uttarakhand,Chamoli,,,30.301361,79.20575,Rock,Slide,
33741,UK/CHA/53N03/2015/695,Uttarakhand,Chamoli,,,30.3025,79.210833,Rock,Slide,
33742,UK/CHA/53N03/2015/694,Uttarakhand,Chamoli,,,30.302556,79.209556,Rock,Slide,
33743,UK/CHA/53N03/2015/693,Uttarakhand,Chamoli,,,30.30271,79.206677,Rock,Slide,
33745,UK/CHA/53N03/2015/696,Uttarakhand,Chamoli,,,30.303278,79.210889,Rock,Slide,
33748,UK/CHA/53N03/2015/690,Uttarakhand,Chamoli,,,30.303611,79.204083,Debris,Slide,
33749,UK/CHA/53N03/2015/816,Uttarakhand,Chamoli,,Tiwara-Pokhri road,30.303778,79.203944,Rock,Slide,
33750,UK/CHA/53N03/2015/689,Uttarakhand,Chamoli,,,30.303833,79.203944,Rock,Slide,
33758,UK/CHA/53N03/2015/688,Uttarakhand,Chamoli,,,30.306047,79.203156,Rock,Slide,
33764,UK/CHA/53N03/2015/687,Uttarakhand,Chamoli,,,30.306667,79.20225,Rock,Slide,
33767,UK/CHA/53N03/2015/739,Uttarakhand,Chamoli,,,30.306861,79.19775,Rock,Slide,
33776,UK/CHA/53N03/2015/686,Uttarakhand,Chamoli,,,30.309028,79.1995,Rock,Slide,
33780,UK/CHA/53N07/2015/1226,Uttarakhand,Chamoli,,,30.310022,79.325443,Rock,Slide,
33788,UK/CHA/53N07/2015/1251,Uttarakhand,Chamoli,,NH-58,30.314861,79.310278,Debris,Slide,
33792,UK/CHA/53N03/2015/744,Uttarakhand,Chamoli,,,30.317028,79.183861,Debris,Slide,
33796,UK/CHA/53N03/2015/745,Uttarakhand,Chamoli,,,30.317722,79.185556,Rock,Slide,
33798,UK/CHA/53N03/2015/743,Uttarakhand,Chamoli,,,30.317944,79.186444,Rock,Slide,
33799,UK/CHA/53N03/2015/741,Uttarakhand,Chamoli,,,30.318139,79.186428,Debris,Slide,
33802,UK/CHA/53N03/2015/742,Uttarakhand,Chamoli,,,30.31875,79.187083,Rock,Slide,
33804,UK/CHA/53N03/2015/740,Uttarakhand,Chamoli,,,30.319889,79.19225,Debris,Slide,
33809,UK/CHA/53N03/2015/685,Uttarakhand,Chamoli,,,30.322111,79.205222,Rock,Slide,
33811,UK/CHA/53N03/2015/734,Uttarakhand,Chamoli,,,30.323528,79.199389,Rock,Flow,
33812,UK/CHA/53N03/2015/736,Uttarakhand,Chamoli,,,30.323719,79.196798,Rock,Slide,
33813,UK/CHA/53N03/2015/738,Uttarakhand,Chamoli,,,30.323726,79.196448,Rock,Slide,
33815,UK/CHA/53N03/2015/684,Uttarakhand,Chamoli,,,30.324139,79.199056,Rock,Slide,
33817,UK/CHA/53N03/2015/737,Uttarakhand,Chamoli,,,30.324333,79.196083,Rock,Slide,
33819,UK/CHA/53N03/2015/735,Uttarakhand,Chamoli,,,30.324417,79.1985,Rock,Slide,
33820,UK/CHA/53N03/2015/682,Uttarakhand,Chamoli,,,30.325083,79.195056,Rock,Slide,
33825,UK/CHA/53N03/2015/683,Uttarakhand,Chamoli,,,30.327595,79.194996,Rock,Slide,
33828,UK/CHA/53N03/2015/681,Uttarakhand,Chamoli,,,30.328242,79.19451,Rock,Slide,
33832,UK/CHA/53N03/2015/680,Uttarakhand,Chamoli,,,30.329861,79.19375,Rock,Slide,
33833,UK/CHA/53N03/2015/679,Uttarakhand,Chamoli,,,30.329889,79.194389,Debris,Slide,
33836,UK/CHA/53N07/2015/1214,Uttarakhand,Chamoli,,NH-58,30.330889,79.315389,Debris,Slide,
33838,UK/CHA/53N03/2015/678,Uttarakhand,Chamoli,,,30.331008,79.205941,Rock,Slide,
33849,UK/CHA/53N07/2013/0034,Uttarakhand,Chamoli,UK_CHA_NH_ 034,Nand Paryag,30.335694,79.319944,Debris,Flow,16th-17th June 2013
33852,UK/CHA/53N03/2015/817,Uttarakhand,Chamoli,,Tiwara-Pokhri road,30.339417,79.202111,Rock,Slide,
33853,UK/CHA/53N07/2013/0064,Uttarakhand,Chamoli,UK_CHA_MDR_ 064,Near village Devkhal,30.34,79.29,Debris,Slide,16th-17th June 2013
33854,UK/CHA/53N07/2015/1222,Uttarakhand,Chamoli,,Gopeshwar-Pokhri road,30.340603,79.289906,Rock cum Debris,Slide,
33860,UK/CHA/53N03/2015/818,Uttarakhand,Chamoli,,Nagnath,30.341778,79.199306,Debris,Slide,
33861,UK/CHA/53N03/2015/677,Uttarakhand,Chamoli,,,30.341843,79.199409,Debris,Slide,
33869,UK/CHA/53N03/2015/819,Uttarakhand,Chamoli,,Pokhri,30.344056,79.199694,Rock,Slide,
33870,UK/CHA/53N03/2015/676,Uttarakhand,Chamoli,,,30.344167,79.199694,Rock,Slide,
33875,UK/CHA/53N07/2015/1238,Uttarakhand,Chamoli,,Gopeshwar-Pokhri road,30.346583,79.277583,Rock,Slide,
33876,UK/CHA/53N07/2015/1239,Uttarakhand,Chamoli,,Gopeshwar-Pokhri road,30.3475,79.264167,Debris,Slide,
33880,UK/CHA/53N07/2015/1240,Uttarakhand,Chamoli,,Gopeshwar-Pokhri road,30.349094,79.261381,Debris,Slide,
33884,UK/CHA/53N07/2015/1241,Uttarakhand,Chamoli,,Gopeshwar-Pokhri road,30.351598,79.258803,Rock,Slide,
33889,UK/CHA/53N07/2015/1208,Uttarakhand,Chamoli,,Gopeshwar-Pokhri road,30.353688,79.261521,Rock cum Debris,Slide,
33894,UK/CHA/53N07/2015/1252,Uttarakhand,Chamoli,,NH-58,30.356066,79.320048,Debris,Slide,
33895,UK/CHA/53N07/2013/0033,Uttarakhand,Chamoli,UK_CHA_NH_ 033,Near Maithana Village,30.356222,79.318556,Debris,Flow,16th-17th June 2013
33898,UK/CHA/53N07/2015/1237,Uttarakhand,Chamoli,,,30.357333,79.282444,Rock,Slide,
33899,UK/CHA/53N03/2015/820,Uttarakhand,Chamoli,,Pokhri-Nandprayag road,30.357556,79.208222,Rock,Slide,
33900,UK/CHA/53N03/2015/836,Uttarakhand,Chamoli,,,30.358194,79.246528,Debris,Slide,
33902,UK/CHA/53N03/2015/835,Uttarakhand,Chamoli,,Sem-Sankri,30.358528,79.240778,Debris,Slide,
33906,UK/CHA/53N07/2015/1236,Uttarakhand,Chamoli,,,30.359642,79.281293,Rock,Slide,
33907,UK/CHA/53N03/2013/0063,Uttarakhand,Chamoli,UK_CHA_MDR_ 063,,30.360278,79.281389,Rock,Slide,16th-17th June 2013
33908,UK/CHA/53N03/2015/834,Uttarakhand,Chamoli,,Pokhri-Nandprayag road,30.361278,79.236944,Rock,Slide,
33911,UK/CHA/53N03/2015/833,Uttarakhand,Chamoli,,Pokhri-Nandprayag road,30.362417,79.236278,Rock,Slide,
33914,UK/CHA/53N07/2015/1246,Uttarakhand,Chamoli,,,30.363835,79.475815,Rock,Slide,
33915,UK/CHA/53N03/2015/832,Uttarakhand,Chamoli,,Pokhri-Nandprayag road,30.364129,79.229,Rock,Slide,
33917,UK/CHA/53N07/2015/1245,Uttarakhand,Chamoli,,,30.36478,79.478934,Debris,Slide,
33921,UK/CHA/53N07/2015/1247,Uttarakhand,Chamoli,,,30.366426,79.465683,Rock,Slide,
33923,UK/CHA/53N03/2015/806,Uttarakhand,Chamoli,,Tiwara-Pokhri road,30.366936,79.176194,Rock,Slide,
33925,UK/CHA/53N03/2013/0062,Uttarakhand,Chamoli,UK_CHA_MDR_ 062,,30.367611,79.274556,Debris,Slide,16th-17th June 2013
33929,UK/CHA/53N07/2015/1235,Uttarakhand,Chamoli,,,30.368222,79.274472,Rock,Slide,
33931,UK/CHA/53N03/2015/831,Uttarakhand,Chamoli,,Pokhri-Nandprayag road,30.368389,79.228528,Rock,Slide,
33933,UK/CHA/53N03/2015/821,Uttarakhand,Chamoli,,Pokhri-Nandprayag road,30.369167,79.200917,Debris,Slide,
33942,UK/CHA/53N07/2015/1234,Uttarakhand,Chamoli,,,30.371111,79.268389,Debris,Slide,
33943,UK/CHA/53N11/2018/16,Uttarakhand,Chamoli,Tapowan,,30.372372,79.526595,Rock,Slide,2016
33946,UK/CHA/53N07/2015/1233,Uttarakhand,Chamoli,,,30.373,79.273333,Rock,Slide,
33947,UK/CHA/53N11/2018/17,Uttarakhand,Chamoli,Ganai,Ghat-Sutol,30.37322,79.501497,Rock cum debris,Slide,2018
33951,UK/CHA/53N03/2015/830,Uttarakhand,Chamoli,,Pokhri-Nandprayag road,30.37375,79.226639,Rock,Slide,
33957,UK/CHA/53N11/2018/20,Uttarakhand,Chamoli,Gauna,Nandprayag-Ganai,30.375886,79.502274,Rock cum debris,Slide,
33966,UK/CHA/53N11/2018/21,Uttarakhand,Chamoli,Gauna,Nandprayag-Ganai,30.376799,79.503848,Rock cum debris,Slide,
33967,UK/CHA/53N03/2015/804,Uttarakhand,Chamoli,,Tiwara-Pokhri road,30.377175,79.123847,Rock,Slide,
33971,UK/CHA/53N07/2013/0061,Uttarakhand,Chamoli,UK_CHA_MDR_ 061,Near Sonla village,30.378194,79.291889,Debris,Slide,16th-17th June 2013
33975,UK/CHA/53N07/2015/1232,Uttarakhand,Chamoli,,,30.378639,79.283833,Rock,Slide,
33976,UK/CHA/53N03/2015/805,Uttarakhand,Chamoli,,Tiwara-Pokhri road,30.379583,79.159944,Rock,Slide,
33977,UK/CHA/53N07/2013/0060,Uttarakhand,Chamoli,UK_CHA_MDR_ 060,"Chainage 49km, (0 km at Pokhri)",30.38,79.294806,Debris,Subsidence,16th-17th June 2013
33985,UK/CHA/53N03/2013/0065,Uttarakhand,Chamoli,UK_CHA_MDR_ 065,,30.381833,79.22175,Debris,Slide,16th-17th June 2013
33988,UK/CHA/53N03/2015/803,Uttarakhand,Chamoli,,Tiwara-Pokhri road,30.382152,79.118456,Rock,Slide,
33989,UK/CHA/53N03/2015/802,Uttarakhand,Chamoli,,Kanchouri,30.382639,79.114472,Rock,Slide,
34010,UK/CHA/53N07/2015/1220,Uttarakhand,Chamoli,,,30.386355,79.413495,Debris,Slide,
34015,UK/CHA/53N03/2015/822,Uttarakhand,Chamoli,,Pokhri-Nandprayag road,30.386944,79.198083,Rock,Slide,
34016,UK/CHA/53N03/2015/829,Uttarakhand,Chamoli,,Pokhri-Nandprayag road,30.38703,79.214833,Rock,Slide,
34025,UK/CHA/53N07/2015/1231,Uttarakhand,Chamoli,,,30.389639,79.299972,Rock,Slide,
34028,UK/CHA/53N03/2015/823,Uttarakhand,Chamoli,,Pokhri-Nandprayag road,30.390556,79.200667,Rock,Slide,
34052,UK/CHA/53N07/2013/0032,Uttarakhand,Chamoli,UK_CHA_NH_ 032,Chamoli/Gopeshaver (Right bank of Alaknanda),30.395194,79.325556,Debris,Flow,16th-17th June 2013
34053,UK/CHA/53N03/2015/828,Uttarakhand,Chamoli,,Pokhri-Nandprayag road,30.395202,79.212189,Rock,Slide,
34054,UK/CHA/53N03/2015/824,Uttarakhand,Chamoli,,Syalna,30.395297,79.203102,Rock,Slide,
34055,UK/CHA/53N03/2015/827,Uttarakhand,Chamoli,,Pokhri-Nandprayag road,30.395972,79.209056,Rock,Slide,
34062,UK/CHA/53N03/2015/826,Uttarakhand,Chamoli,,Pokhri-Nandprayag road,30.397122,79.208642,Rock,Slide,
34063,UK/CHA/53N03/2015/825,Uttarakhand,Chamoli,,Pokhri-Nandprayag road,30.397344,79.208298,Rock,Slide,
34081,UK/CHA/53N07/2015/1248,Uttarakhand,Chamoli,,,30.400278,79.397222,Rock,Slide,
34100,UK/CHA/53N07/2013/0031,Uttarakhand,Chamoli,UK_CHA_PWD_ 031,Gopeshaver (Patial Dhar Village),30.402444,79.317111,Debris,Slide,16th-17th June 2013
34118,UK/CHA/53N07/2013/0030,Uttarakhand,Chamoli,UK_CHA_NH_ 030,Downstream of Alkhanda – Bihari Confluence,30.40725,79.385444,Debris,Slide,16th-17th June 2013
34133,UK/CHA/53N07/2015/1229,Uttarakhand,Chamoli,,Gopeshwar-Pokhri road,30.410087,79.306248,Debris,Slide,
34136,UK/CHA/53N07/2013/0029,Uttarakhand,Chamoli,UK_CHA_NH_ 029,Upstream of Alkhanda – Birhi Confluence,30.411389,79.390083,Rock cum Debris,Slide,16th-17th June 2013
34138,UK/CHA/53N07/2015/1230,Uttarakhand,Chamoli,,,30.411667,79.294722,Debris,Slide,
34188,UK/CHA/53N07/2015/1221,Uttarakhand,Chamoli,,PMSGY road,30.432861,79.374306,Debris,Slide,2008
34202,UK/CHA/53N07/2015/1228,Uttarakhand,Chamoli,,SH-36 Gopeshwar-Mandal road,30.438861,79.289111,Debris,Slide,
34223,UK/CHA/53N07/2015/1218,Uttarakhand,Chamoli,,NH-58,30.448397,79.429504,Rock cum Debris,Slide,
34234,UK/CHA/53N07/2013/0028,Uttarakhand,Chamoli,UK_CHA_NH_ 028,Km 448 (NH 58),30.450806,79.428917,Debris,Subsidence,16th-17th June 2013
34247,UK/CHA/53N07/2015/1219,Uttarakhand,Chamoli,,NH-58,30.454857,79.429751,Rock,Slide,
34258,UK/CHA/53N07/2015/1242,Uttarakhand,Chamoli,,NH-58,30.458365,79.430642,Debris,Slide,
34270,UK/CHA/53N07/2015/1213,Uttarakhand,Chamoli,,NH-58,30.465065,79.457206,Rock,Slide,
34271,UK/CHA/53N07/2013/0027,Uttarakhand,Chamoli,UK_CHA_NH_ 027,Near Govind Marg Gurudwara (Pakhi),30.466,79.452028,Debris,Subsidence,16th-17th June 2013
34276,UK/CHA/53N11/2018/18,Uttarakhand,Chamoli,Ganai,Nandprayag-Ganai,30.46787,79.502124,Rock cum debris,Slide,2013
34280,UK/CHA/53N13/2018/1,Uttarakhand,Chamoli,Ganai,Nandprayag-Ganai,30.470676,79.51272,Rock cum debris,Slide,2013
34282,UK/CHA/53N07/2015/1212,Uttarakhand,Chamoli,,NH-58,30.471778,79.459111,Debris,Slide,
34283,UK/CHA/53N12/2018/192,Uttarakhand,Chamoli,Ganai,Nandprayag-Ganai,30.471929,79.512119,Rock cum debris,Slide,
34284,UK/CHA/53N07/2015/1211,Uttarakhand,Chamoli,,NH-58,30.472105,79.459348,Debris,Slide,
34285,UK/CHA/53N11/2018/19,Uttarakhand,Chamoli,Ganai,Nandprayag-Ganai,30.473095,79.511488,Rock cum debris,Slide,2013
34286,UK/CHA/53N07/2013/0024,Uttarakhand,Chamoli,UK_CHA_NH_ 024,Pagla Nala,30.473167,79.479722,Rock,Fall,16th-17th June 2013
34287,UK/CHA/53N07/2015/1243,Uttarakhand,Chamoli,,NH-58,30.473279,79.459753,Rock,Slide,
34288,UK/CHA/53N11/2018/22,Uttarakhand,Chamoli,Ganai,Nandprayag-Ganai,30.474216,79.504369,Rock cum debris,Slide,
34289,UK/CHA/53N07/2013/0026,Uttarakhand,Chamoli,UK_CHA_NH_ 026,Tangni Villlage,30.474222,79.458944,Rock cum Debris,Slide,16th-17th June 2013
34290,UK/CHA/53N07/2015/1210,Uttarakhand,Chamoli,,NH-58,30.474693,79.459305,Rock,Slide,
34292,UK/CHA/53N11/2018/12,Uttarakhand,Chamoli,Ganai,Nandprayag-Ganai,30.47524,79.499944,Rock cum debris,Slide,
34294,UK/CHA/53N11/2018/13,Uttarakhand,Chamoli,Ganai,Nandprayag-Ganai,30.475894,79.503721,Rock cum debris,Slide,
34295,UK/CHA/53N07/2015/1209,Uttarakhand,Chamoli,,NH-58,30.476085,79.467341,Debris,Slide,
34296,UK/Chamoli/53N/07/2021/01,Uttarakhand,Chamoli,,,30.47694444,79.4675,Debris,Flow,1984
34298,UK/CHA/53N07/2013/0025,Uttarakhand,Chamoli,UK_CHA_NH_ 025,Pagla Nala,30.478306,79.467556,Rock cum Debris,Slide,16th-17th June 2013
34305,UK/CHA/53N07/2015/1244,Uttarakhand,Chamoli,,National Highway-58,30.48325,79.471139,Debris,Slide,
34311,UK/CHA/53N07/2015/1217,Uttarakhand,Chamoli,,NH-58,30.486361,79.47925,Rock,Slide,
34313,UK/CHA/53N07/2013/0059,Uttarakhand,Chamoli,UK_CHA_NH_ 059,"Patalganga –II, left bank of Ganesh Ganga",30.486778,79.485306,Debris,Slide,16th-17th June 2013
34315,UK/CHA/53N07/2015/1216,Uttarakhand,Chamoli,,NH-58,30.487083,79.484028,Debris,Slide,
34316,UK/CHA/53N11/2018/7,Uttarakhand,Chamoli,,Joshimat-Tapowan,30.487333,79.684429,Rock cum debris,Slide,2017
34317,UK/CHA/53N11/2018/8,Uttarakhand,Chamoli,,Joshimat-Tapowan,30.487541,79.676496,Debris,Slide,2014
34318,UK/CHA/53N10/2013/0013,Uttarakhand,Chamoli,UK_CHA_NH_ 013,About 1.5 km ENE of Rinni Village.,30.487722,79.678056,Debris,Subsidence,16th-17th June 2013
34319,UK/CHA/53N10/2013/0014,Uttarakhand,Chamoli,UK_CHA_NH_ 014,Near Saldhar village,30.487944,79.669167,Debris,Fall and Flow,16th-17th June 2013
34321,UK/CHA/53N11/2013/0015,Uttarakhand,Chamoli,UK_CHA_NH_ 015,,30.488139,79.665389,Debris,Subsidence,16th-17th June 2013
34322,UK/CHA/53N11/2013/0016,Uttarakhand,Chamoli,UK_CHA_SH_ 016,About 200 m upstream of GSI hot spring.,30.488444,79.659556,Debris,Slide,16th-17th June 2013
34324,UK/CHA/53N07/2015/1255,Uttarakhand,Chamoli,,NH-58,30.489193,79.48159,Rock,Fall,
34326,UK/CHA/53N11/2013/0017,Uttarakhand,Chamoli,UK_CHA_SH_ 017,500 m NW of Ringi Village,30.489667,79.65075,Debris,Flow,16th-17th June 2013
34327,UK/CHA/53N11/2018/9,Uttarakhand,Chamoli,,Joshimat-Tapowan,30.489762,79.650082,Rock,Slide,2014
34328,UK/CHA/53N11/2018/11,Uttarakhand,Chamoli,,Joshimat-Tapowan,30.491723,79.638405,Debris,Slide,2014
34332,UK/CHA/53N11/2013/0018,Uttarakhand,Chamoli,UK_CHA_NH_ 018,Kathadhar village near Tapovan.,30.494139,79.621111,Debris,Flow,16th-17th June 2013
34335,UK/CHA/53N11/2018/14,Uttarakhand,Chamoli,Tapowan,Joshimat-Tapowan,30.494303,79.619416,Rock,Slide,2014
34336,UK/CHA/53N11/2018/10,Uttarakhand,Chamoli,,Joshimat-Tapowan,30.495,79.640662,Rock cum debris,Slide,2018
34338,UK/CHA/53N11/2018/6,Uttarakhand,Chamoli,,Joshimat-Tapowan,30.496681,79.708792,Rock,Slide,2017
34340,UK/CHA/53N11/2018/15,Uttarakhand,Chamoli,Talodan,Joshimat-Tapowan,30.497568,79.614866,Rock,Slide,2014
34359,UK/CHA/53N10/2013/0023,Uttarakhand,Chamoli,UK_CHA_NH_ 023,,30.504417,79.485306,Debris,Slide,16th-17th June 2013
34443,UK/CHA/53N10/2013/0012,Uttarakhand,Chamoli,UK_CHA_SH_ 012,1 km down stream of Suraithota.,30.523111,79.737306,Debris,Fall,16th-17th June 2013
34457,UK/CHA/53N10/2015/1260,Uttarakhand,Chamoli,,NH-58,30.526194,79.508306,Debris,Slide,
34474,UK/CHA/53N10/2015/1264,Uttarakhand,Chamoli,,PMSGY road,30.528583,79.504,Rock,Fall,
34483,UK/CHA/53N10/2013/0022,Uttarakhand,Chamoli,UK_CHA_NH_ 022,500 m upstream of Helang Bridge,30.530167,79.510417,Debris,Slide,16th-17th June 2013
34485,UK/CHA/53N10/2015/1258,Uttarakhand,Chamoli,,NH-58,30.530322,79.510947,Debris,Slide,
34490,UK/CHA/53N10/2013/0021,Uttarakhand,Chamoli,UK_CHA_NH_ 021,,30.531333,79.513361,Debris,Subsidence,16th-17th June 2013
34492,UK/CHA/53N10/2013/0020,Uttarakhand,Chamoli,UK_CHA_NH_ 020,"BRO Chainage 468.300 km (On NH-58, d/s of Tapovan- Vishnugad powerhouse)",30.531694,79.514278,Rock,Slide,16th-17th June 2013
34494,UK/CHA/53N10/2015/1263,Uttarakhand,Chamoli,,PMSGY road,30.531889,79.501917,Debris,Slide,
34498,UK/CHA/53N10/2015/1259,Uttarakhand,Chamoli,,NH-58,30.53225,79.515528,Debris,Slide,
34616,UK/CHA/53N10/2015/1257,Uttarakhand,Chamoli,,NH-58,30.562297,79.570742,Debris,Slide,
34624,UK/CHA/53N10/2016/01,Uttarakhand,Chamoli,Hathi Parvat,,30.56344,79.56908,Rock,Slide,2014
34625,UK_CHAM_NH_01,Uttarakhand,Chamoli,Hathi Parvat Slide,"NH-58, About 1km upstream of Marwari bridge on Alaknanda River",30.563444,79.568889,Rock,Slide,2014
34629,UK/CHA/53N10/2013/0010,Uttarakhand,Chamoli,UK_CHA_NH_ 010,RD 490 km stone,30.564722,79.560444,Debris,Slide,16th-17th June 2013
34659,"Uttarakhand/Chamoli/53N10/2
021/01",Uttarakhand,Chamoli,,,30.571023,79.561066,Rock,Falls,2017
34739,UK/CHA/53N03/2013/0002,Uttarakhand,Chamoli,UK_CHA_NH_ 002 (Kamera slide),3 km downstream of Gaucher township.,30.5895,79.968889,Rock cum Debris,Slide,2013
34839,UK/CHA/53N10/2013/0009,Uttarakhand,Chamoli,UK_CHA_NH_ 009,About 100 m downstream of Ghat village.,30.6055,79.569294,Debris,Flow,16th-17th June 2013
34864,UK/CHA/53N10/2013/0008,Uttarakhand,Chamoli,UK_CHA_NH_ 008,Near Ghat village.,30.6135,79.565917,Debris,Fall,16th-17th June 2013
34908,UK/CHA/53N10/2013/0007,Uttarakhand,Chamoli,UK_CHA_NH_ 007,Near Govindghat.,30.626417,79.553417,Debris,Fall,16th-17th June 2013
34925,UK/CHA/53N10/2015/1262,Uttarakhand,Chamoli,,National Highway-58,30.629806,79.551111,Debris,Slide,
34969,UK/CHA/53N10/2013/0006,Uttarakhand,Chamoli,UK_CHA_NH_ 006 (Kachra nala),Kachra nala near Lambagarh.,30.648972,79.523861,Debris,Flow,16th-17th June 2013
34973,UK/CHA/53N10/2015/1256,Uttarakhand,Chamoli,,NH-58,30.650344,79.522799,Debris,Slide,
34975,UK/CHA/53N10/2013/0005,Uttarakhand,Chamoli,UK_CHA_NH_ 005 (Lambagarh -I),Just below Pargasi village.,30.651389,79.520972,Debris,Fall,16th-17th June 2013
34977,UK/CHA/53N10/2013/0003,Uttarakhand,Chamoli,UK_CHA_NH_ 003,"Near Jaypee guest house, Lambagarh, downstream of Daya bridge.",30.651806,79.53425,Debris,Slide,16th-17th June 2013
34985,UK/CHA/53N10/2013/0004,Uttarakhand,Chamoli,UK_CHA_NH_ 004 (Lambagarh -II),,30.654917,79.517694,Debris,Slide,16th-17th June 2013
34996,UK/CHA/53N14/2013/0011,Uttarakhand,Chamoli,UK_CHA_NH_ 011,"Near Iron bridge, 1 km NE of Bapkund.",30.668194,79.842722,Debris,Fall and Flow,16th-17th June 2013
34997,UK/CHA/53N10/2013/0055,Uttarakhand,Chamoli,UK_CHA_SH_ 055,Between Pulna and Bhuindar village,30.66875,79.587472,Debris,Slide,16th-17th June 2013
34999,UK/CHA/53N10/2013/0056,Uttarakhand,Chamoli,UK_CHA_NH_ 056,About 100m upstream of JP Vishnuprayag barrage,30.673528,79.512889,Debris,Slide,16th-17th June 2013
35003,UK/CHA/53N10/2013/0057,Uttarakhand,Chamoli,UK_CHA_NH_ 057,About 500m before confluence of Alaknanda and Khirao Ganga.,30.677667,79.509361,Debris,Slide,16th-17th June 2013
35007,UK/CHA/53N10/2015/1261,Uttarakhand,Chamoli,,National Highway-58,30.68212,79.506861,Debris,Slide,
35008,UK/CHA/53N06/2013/0058,Uttarakhand,Chamoli,UK_CHA_NH_ 058,"Binakuli, At the confluence on Khirao Ganga and Alaknanda river.",30.684583,79.50875,Debris,Slide,16th-17th June 2013
35756,3322,Uttarakhand,Chamoli,,,30.0293483,79.5267,Debris,Slide,
35757,3323,Uttarakhand,Chamoli,,,30.064215,79.5073433,Debris,Slide,27 August 2024
35758,3324,Uttarakhand,Chamoli,,,30.0721066,79.4989966,Debris,Slide,14 September 2024
35759,3325,Uttarakhand,Chamoli,,,30.0739866,79.5004016,Debris,Slide,21 August 2024
