Sl.No.,Slide_No,State,District,Slide_Name,NH_SH_Location,Latitude,Longitude,Material Involved,Movement Type,History
35760,3326,Uttarakhand,Chamoli,,,30.084545,79.4846983,Debris,Slide,October 2024
35771,3365,Uttarakhand,Chamoli,,,30.071759,79.502574,Rock,Fall,10 June 2025
35772,3369,Uttarakhand,Chamoli,,,30.334904,79.320239,Debris,,10 April 2025
35776,1,Uttarakhand,Chamoli,Tangni slide L1,NH-07,30.48083,79.46833,Debris,Slide,
35777,2,Uttarakhand,Chamoli,Patal ganga slide L2,NH-07,30.4861,79.4794,Rock,Fall,
35778,5754,Uttarakhand,Chamoli,,,30.108792,79.429737,Debris,Slide,
35779,5758,Uttarakhand,Chamoli,,,30.085636,79.469557,Debris,Slide,
35783,UK/CHA/53N12/2025/02,Uttarakhand,Chamoli,Chepadon,SH,30.04883333,79.53783333,Debris Flow,Flow,"23 August 2025, 0:30 hrs"
35784,UK/CHA/53N12/2025/03,Uttarakhand,Chamoli,Radibagad,SH,30.06472222,79.51305556,Debris Flow,Flow,"23 August 2025, 0:45 hrs"
35785,UK/CHA/53N12/2025/04,Uttarakhand,Chamoli,Kotdeep,Tharali-Dungri SH,30.07166667,79.50266667,Debris,Slide,"23 August 2025, 0:45 hrs"
35786,UK/CHA/53N12/2025/05,Uttarakhand,Chamoli,Bairkande,SH,30.06938889,79.50522222,Debris,Slide,"23 August 2025, 0:45 hrs"
35787,UK/CHA/53N12/2025/06,Uttarakhand,Chamoli,Tharali-Dungri Road,SH,30.07344444,79.50233333,Debris,Slide,23 August 2025
35828,UK/CHML/53N7/2025/01,Uttarakhand,Chamoli,Bhanerpani (Gundala),NH-07,30.4525,79.428611,Rock,Slide,
35829,UK/CHML/53N7/2025/02,Uttarakhand,Chamoli,Mason-2 (new Slide a Pursati),NH-7 Pursadi,30.342593,79.319116,Rock,Slide,"03 September 2025 at 06.00 hrs, 06 September 2025 and 18 September 2025 at 06.00 hrs"
35830,UK/CHML/53N7/2025/04,Uttarakhand,Chamoli,Mason-1,Mason / NH-7,30.336652,79.319623,Rock,Slide,"06 September 2025 at 06.00 hrs, 18 September 2025 at 05.00-06.00hrs"
35831,UK/CHML/53N3/2025/05,Uttarakhand,Chamoli,Subhas Nagar Slide - 1,Karnaprayag Main Market Road,30.258318,79.217921,Debris,Slide,15 August 2025 at 06.30-07.00hrs
35832,UK/CHML/53N3/2025/06,Uttarakhand,Chamoli,Subhas Nagar Slide - 2,Karanprayag Main Market Road,30.258675,79.222849,Debris,Slide,15 August 2025 at 06.41hrs
35838,UK/CHML/53N8/2025/12,Uttarakhand,Chamoli,Kulsari-3,109K NH Kulsari,30.087139,79.473153,Debris,Slide,23 August 2025 at 05.00hrs
35839,UK/CHML/53N8/2025/13,Uttarakhand,Chamoli,Kulsari-4,109K NH Kulsari,30.087446,79.473568,Debris,Slide,23 August 2025 at 01.30 hrs
35840,UK/CHML/53N3/2025/14,Uttarakhand,Chamoli,Gauchar 4,"Rajkiya Polytechnic, Gauchar",30.287201,79.150027,Debris,Slide,31 August 2025 at 11.00hrs
35899,UK_CHA_ NH58_L1,Uttarakhand,Chamoli,Vasant Vihar Slide,"National/ State Highway: NH- 58, Important location/landmark: Near PG College Gopeshwar Football Stadium, Vasant Vihar., Village: Vasant Vihar, Tehsil: Gopeshwar",30.40655556,79.31766667,Slope wash material,Slide,"2011, 6th and 7th August 2014"
35900,UK_UTT_NH58_ L2,Uttarakhand,Chamoli,Vaitarni Slide,"National/ State Highway: NH- 58, Important location/landmark: Near Vaitarni kund., Village: Vasant Vihar, Tehsil: Gopeshwar",30.41730556,79.31197222,Slope wash material,Slide,"2013, 06th and 07th August , 2014."
35901,UK_CHA_NH58_ L3,Uttarakhand,Chamoli,Kothiyal Sen Slide,"National/ State Highway: NH- 58, Important location/landmark: Kothiyal Sen village, Village: Vasant Vihar, Tehsil: Gopeshwar",30.39669444,79.32341667,River borne and Slope wash material,Slide,"16 June, 2013, 15th August 2014"
35904,UK_CHA_NH58_ L7,Uttarakhand,Chamoli,Paglanala Slide,"National/ State Highway: NH- 58, Important location/landmark: Pagla nala, Village: , Tehsil: Joshimath",30.47802778,79.46883333,rock cum debris,Slide,"17 June 2013, 15 August 2014"
35905,UK_CHA_NH58_ L8,Uttarakhand,Chamoli,Patalganga Slide,"National/ State Highway: NH- 58, Important location/landmark: Patalganga, Village: Patalganga, Tehsil: Joshimath",30.487,79.48726944,rock cum debris,Slide,"6th and 17th June, 2013, 14-15th August 2014"
35906,UK_CHA_NH58_ L9,Uttarakhand,Chamoli,Helang Slide,"National/ State Highway: NH- 58, Important location/landmark: 500 m upstream of Helang Bridge, Village: Helang, Tehsil: Joshimath",30.5305,79.51225,rock cum debris,Slide,"16th & 17th June 2013 and 15 August 2014, 16 June 2013, 14 August 2014"
35907,UK_CHA_NH58_ L11,Uttarakhand,Chamoli,Animath Slide,"National/ State Highway: NH- 58, Important location/landmark: BRO Chainage 468.300 km (On NH- 58, d/s of Tapovan-Vishnugad powerhouse), Village: Animath, Tehsil: Joshimath",30.53175,79.51594444,Rock,Slide,"16th and 17th June 2013, 14 August 2014"
35908,UK_RUD_NH58_ L12,Uttarakhand,Chamoli,Kumera Slide,"National/ State Highway: NH- 58, Important location/landmark: 3 km down stream of Gaucher township, Village: Kamera, Tehsil: Karanprayag",30.5895,79.88555556,rock cum debris,Slide,"17 June 2013, August 2014"
35918,"Uttarakhand
/Chamoli/53N/7/2016/2",Uttarakhand,Chamoli,Gwilon Slide-I,SE of Gwilon,30.39625,79.31355556,Rock,slide,"30 June, 2016"
35919,"Uttarakhand
/Chamoli/53N/7/2016/3",Uttarakhand,Chamoli,Gwilon Slide-II,150m SE of Gwilon,30.39711111,79.31338889,Rock,Slide,"30 June, 2016"
35920,"Uttarakhand
/Chamoli/53N/7/2016/4",Uttarakhand,Chamoli,Jakhni,Jakhni,30.27427778,79.42058333,Debris,Slide,"1 july,2016"
35921,"Uttarakhand
/Chamoli/53N/7/2016/5",Uttarakhand,Chamoli,Tundala Slide,Tundala,30.27602778,79.42613889,Rock,Slide,"30 June, 2016"
35922,"Uttarakhand
/Chamoli/53N/7/2016/6",Uttarakhand,Chamoli,Ghat,Ghat,30.25680556,79.44633333,Debris,Slide,"1 july, 2016"
35923,"Uttarakhand
/Chamoli/53N/7/2016/7",Uttarakhand,Chamoli,Confluence of Chupla gad and Nandakini river,Ghat,30.25788889,79.44816667,Debris/Bank Erosion,Slide,"30 June, 2016"
35924,"Uttarakhand
/Chamoli/53N/7/2016/8.",Uttarakhand,Chamoli,---,---,30.30602778,79.34847222,Debris,Slide,"30 June, 2016"
35925,"Uttarakhand
/Chamoli/53N/7/2016/9",Uttarakhand,Chamoli,Nandprayag,NH58 (Nandprayag to Chamoli road ),30.33594444,79.32016667,Debris,Slide,"30 June, 2016"
35926,"Uttarakhand
/Chamoli/53N/7/2016/10",Uttarakhand,Chamoli,--,50m west of Maithana,30.35416667,79.31972222,Debris,Slide,"30 June, 2016"
35927,"Uttarakhand
/Chamoli/53N/7/2016/11",Uttarakhand,Chamoli,Tangsa Slide-I,Tangsa village,30.41383333,79.29938889,Rock,Slide,"30 June, 2016"
35928,"Uttarakhand
/Chamoli/53N/7/2016/12a",Uttarakhand,Chamoli,Tangsa Slide-II,Tangsa village,30.41258333,79.295,Rock,Slide,"30 June, 2016"
35929,"Uttarakhand
/Chamoli/53N/7/2016/12b",Uttarakhand,Chamoli,Tangsa Slide-III,Tangsa village,30.41161111,79.29452778,Debris,Slide,"30 June, 2016"
35930,"Uttarakhand
/Chamoli/53N/7/2016/13",Uttarakhand,Chamoli,Tangsa,Tangsa village,30.41247222,79.29727778,Rock,Slide,"30 June, 2016"
35931,"Uttarakhand
/Chamoli/53N/7/2016/14",Uttarakhand,Chamoli,-,-,30.4125,79.29802778,Rock,Slide,"30 June, 2016"
35932,"Uttarakhand
/Chamoli/53N/7/2016/15",Uttarakhand,Chamoli,---,---,30.41191667,79.30013889,Debris,Slide,"30 June, 2016"
35933,"Uttarakhand
/Chamoli/53N/7/2016/16",Uttarakhand,Chamoli,---,---,30.41013889,79.30619444,Debris,Slide,"30 June, 2016"
35934,"Uttarakhand
/Chamoli/53N/7/2016/17",Uttarakhand,Chamoli,Gairpool,On the right bank Balkhila river,30.41438889,79.30744444,Debris,Slide,"30 June, 2016"
35935,"Uttarakhand
/Chamoli/53N/7/2016/18",Uttarakhand,Chamoli,Kothiyal sain (on the right bank of Alaknanda river),Kothiyal sain village,30.39719444,79.32236111,Debris,Slide,"30 June, 2016"
35936,"Uttarakhand
/Chamoli/53N/7/2016/19",Uttarakhand,Chamoli,On the left bank of Alaknanda river,6 km SE of Chamoli,30.37005556,79.31194444,Debris,Slide,"30 June, 2016"
35937,"Uttarakhand
/Chamoli/53N/7/2016/20",Uttarakhand,Chamoli,--,4 km SE of Chamoli,30.36980556,79.31191667,Debris,Slide,"30 June, 2016"
35938,"Uttarakhand
/Chamoli/53N/7/2016/21",Uttarakhand,Chamoli,--,3 km SE of Chamoli (on the left bank of Alaknanda river ),30.37533333,79.31747222,Debris,Slide,"30 June, 2016"
35939,"Uttarakhand
/Chamoli/53N/7/2016/22",Uttarakhand,Chamoli,--,2 km SE of Chamoli (on the left bank of Alaknanda river ),30.376,79.319,Rock,Slide,"30 June, 2016"
35940,"Uttarakhand
/Chamoli/53N/7/2016/23",Uttarakhand,Chamoli,--,1 km SE of Chamoli (on the left bank of Alaknanda river ),30.39488889,79.32575,Debris,slide,"30 June, 2016"
35941,"Uttarakhand
/Chamoli/53N/7/2016/24",Uttarakhand,Chamoli,--,"N200E of slide location or slide no: 24,1 km SE of Chamoli (on the left bank of Alaknanda river )",30.39563889,79.32661111,Debris,Slide,"30 June, 2016"
35942,"Uttarakhand
/Chamoli/53N/7/2016/25",Uttarakhand,Chamoli,Chamoli,Chamoli,30.39558333,79.32638889,Debris,Slide,"30 June, 2016"
36048,UK/RDP/53N07/2023/35,Uttarakhand,Chamoli,Kameda -2 slide,(NH-07),30.2849,79.13211,Debris,Creep & Subsidence & slide at part,August 2023
36049,UK/RDP/53N07/2023/36,Uttarakhand,Chamoli,,(NH-07),30.32811,79.32111,Debris,Slide Subsidence,August 2023
36050,UK/CHAM/53N07/2023/37,Uttarakhand,Chamoli,,(NH-07),30.33664,79.31989,Debris,Slide,August 2023
36052,UK/CHAM/53N07/2023/39,Uttarakhand,Chamoli,Chinka Slide,(NH-07),30.4127,79.3664,Rock,Slide,July 2023
36053,UK/CHAM/53N07/2023/40,Uttarakhand,Chamoli,Birhi Slide,(NH-07),30.4169,79.387,Rock,Slide,July 2023
36054,UK/CHAM/53N07/2023/41,Uttarakhand,Chamoli,Gadora Flow,(NH-07),30.41642,79.42306,Soil & Debis,Flow,13 midnight and 14 August 2023
36055,UK/CHAM/53N07/2023/42,Uttarakhand,Chamoli,Gadora nala flow,(NH-07),30.41808,79.42758,Debris,Flow,13 midnight and 14 August 2023
36056,UK/CHAM/53N07/2023/43,Uttarakhand,Chamoli,Gadi slide,(NH-07),30.4800583,79.4684972,Debris,Slide,August 2023
36057,UK/CHAM/53N07/2023/44,Uttarakhand,Chamoli,Pipalkoti slide,(NH-07),30.43675,79.42864,Rock,Slide,14 August 2023
36059,UK/CHAM/53N07/2023/46,Uttarakhand,Chamoli,Pagal Nala forward slide,(NH-07),30.4811,79.4684,Rock,Slide,July -Aug/2023
36060,UK/CHAM/53N07/2023/47,Uttarakhand,Chamoli,,(NH-07),30.4864,79.4773,Rock,Slide & Subsidence,August 2023
36061,UK/CHAM/53N07/2023/48,Uttarakhand,Chamoli,"Parsari Subsidence ,Joshimath",(NH-07),30.5363,79.5877,Rock,Subsidence,August 2023
36062,UK/CHAM/53N07/2023/49,Uttarakhand,Chamoli,Lambagad slide,(NH-07),30.654472,79.517722,Rock,Slide,2 July & August 2023
